Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T061_001,SE_T061_002,SE_T061_003,SE_T062_001,SE_T062_002,SE_T062_003,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T072_001,SE_T055_010
Census Tract 259,"Census Tract 259, Philadelphia County, Pennsylvania",42101025900,140,0,42,101,21,,25900,4755,4755,73,4525,11,8,5,41,92,2060,39,1962,6,3,2,13,35,2060,30,2030,2060,37,2023,2151,2060,1415,645,2151,2060,91,764,103
Census Tract 260,"Census Tract 260, Philadelphia County, Pennsylvania",42101026000,140,0,42,101,21,,26000,2788,2788,51,2650,10,8,0,13,56,1197,24,1147,4,2,0,3,17,1197,17,1180,1197,23,1174,1252,1197,941,256,1252,1197,55,438,53
Census Tract 261,"Census Tract 261, Philadelphia County, Pennsylvania",42101026100,140,0,42,101,21,,26100,2995,2995,52,2859,3,4,1,13,63,1398,21,1340,1,1,1,4,30,1398,16,1382,1398,21,1377,1469,1398,972,426,1469,1398,71,590,39
Census Tract 262,"Census Tract 262, Philadelphia County, Pennsylvania",42101026200,140,0,42,101,21,,26200,4065,4065,47,3867,19,8,0,20,104,1758,27,1681,7,3,0,8,32,1758,22,1736,1758,26,1732,1833,1758,1411,347,1833,1758,75,618,79
Census Tract 263.01,"Census Tract 263.01, Philadelphia County, Pennsylvania",42101026301,140,0,42,101,21,,26301,3840,3840,64,3670,12,8,1,8,77,1555,37,1486,4,1,1,1,25,1555,23,1532,1555,35,1520,1623,1555,1269,286,1623,1555,68,510,61
Census Tract 263.02,"Census Tract 263.02, Philadelphia County, Pennsylvania",42101026302,140,0,42,101,21,,26302,5480,5480,75,5206,10,24,0,35,130,2082,29,1998,4,6,0,5,40,2082,27,2055,2082,27,2055,2179,2082,1599,483,2179,2082,97,669,109
Census Tract 264,"Census Tract 264, Philadelphia County, Pennsylvania",42101026400,140,0,42,101,21,,26400,5241,5241,55,5034,20,11,2,9,110,2143,24,2058,11,2,0,3,45,2143,24,2119,2143,22,2121,2271,2143,1758,385,2271,2143,128,735,62
Census Tract 265,"Census Tract 265, Philadelphia County, Pennsylvania",42101026500,140,0,42,101,21,,26500,4340,4340,49,4172,21,3,0,16,79,1687,22,1625,7,1,0,6,26,1687,24,1663,1687,22,1665,1865,1687,1253,434,1865,1687,178,537,88
Census Tract 266,"Census Tract 266, Philadelphia County, Pennsylvania",42101026600,140,0,42,101,21,,26600,6667,6667,49,6466,18,9,0,31,94,2492,20,2428,4,3,0,7,30,2492,27,2465,2492,16,2476,2648,2492,2039,453,2648,2492,156,759,108
Census Tract 267,"Census Tract 267, Philadelphia County, Pennsylvania",42101026700,140,0,42,101,21,,26700,6565,6565,61,6292,20,24,0,44,124,2549,22,2462,10,8,0,9,38,2549,33,2516,2549,16,2533,2788,2549,1825,724,2788,2549,239,835,160
Census Tract 268,"Census Tract 268, Philadelphia County, Pennsylvania",42101026800,140,0,42,101,21,,26800,4647,4647,278,4066,15,102,2,57,127,1873,93,1670,6,35,1,22,46,1873,53,1820,1873,84,1789,2141,1873,679,1194,2141,1873,268,831,149
Census Tract 269,"Census Tract 269, Philadelphia County, Pennsylvania",42101026900,140,0,42,101,21,,26900,2199,2199,463,1481,10,60,2,105,78,688,168,435,6,24,0,28,27,688,41,647,688,161,527,744,688,436,252,744,688,56,242,173
Census Tract 270,"Census Tract 270, Philadelphia County, Pennsylvania",42101027000,140,0,42,101,21,,27000,2326,2326,294,1779,15,131,0,51,56,922,122,723,5,37,0,15,20,922,29,893,922,113,809,981,922,520,402,981,922,59,360,117
Census Tract 271,"Census Tract 271, Philadelphia County, Pennsylvania",42101027100,140,0,42,101,21,,27100,2453,2453,266,1497,9,515,0,107,59,895,124,555,3,157,0,39,17,895,66,829,895,103,792,926,895,650,245,926,895,31,269,201
Census Tract 272,"Census Tract 272, Philadelphia County, Pennsylvania",42101027200,140,0,42,101,21,,27200,4278,4278,374,3372,17,286,3,121,105,1803,193,1424,10,104,1,38,33,1803,94,1709,1803,158,1645,1896,1803,1107,696,1896,1803,93,670,276
Census Tract 273,"Census Tract 273, Philadelphia County, Pennsylvania",42101027300,140,0,42,101,21,,27300,6069,6069,701,3126,9,1404,2,651,176,2052,311,1131,3,374,2,176,55,2052,298,1754,2052,224,1828,2158,2052,1368,684,2158,2052,106,555,1084
Census Tract 274.01,"Census Tract 274.01, Philadelphia County, Pennsylvania",42101027401,140,0,42,101,21,,27401,3457,3457,424,1689,7,964,6,241,126,1140,167,579,3,286,1,70,34,1140,152,988,1140,114,1026,1237,1140,692,448,1237,1140,97,314,539
Census Tract 274.02,"Census Tract 274.02, Philadelphia County, Pennsylvania",42101027402,140,0,42,101,21,,27402,6800,6800,857,4047,33,1052,9,583,219,2246,367,1351,13,271,2,179,63,2246,345,1901,2246,252,1994,2393,2246,1505,741,2393,2246,147,562,1172
Census Tract 275,"Census Tract 275, Philadelphia County, Pennsylvania",42101027500,140,0,42,101,21,,27500,4489,4489,529,3022,24,545,0,259,110,1559,246,1054,5,148,0,69,37,1559,150,1409,1559,198,1361,1666,1559,1149,410,1666,1559,107,440,533
Census Tract 276,"Census Tract 276, Philadelphia County, Pennsylvania",42101027600,140,0,42,101,21,,27600,3600,3600,136,3243,20,58,1,32,110,1520,68,1366,6,26,1,11,42,1520,34,1486,1520,62,1458,1805,1520,787,733,1805,1520,285,645,121
Census Tract 277,"Census Tract 277, Philadelphia County, Pennsylvania",42101027700,140,0,42,101,21,,27700,4788,4788,47,4424,15,187,0,35,80,2078,31,1858,5,142,0,13,29,2078,31,2047,2078,30,2048,2311,2078,1049,1029,2311,2078,233,956,104
Census Tract 278,"Census Tract 278, Philadelphia County, Pennsylvania",42101027800,140,0,42,101,21,,27800,4481,4481,44,4258,19,44,1,29,86,1931,17,1850,8,13,1,12,30,1931,43,1888,1931,16,1915,2203,1931,1043,888,2203,1931,272,844,141
Census Tract 279.01,"Census Tract 279.01, Philadelphia County, Pennsylvania",42101027901,140,0,42,101,21,,27901,3827,3827,45,3637,14,10,2,30,89,1430,19,1358,7,5,1,9,31,1430,23,1407,1430,19,1411,1653,1430,883,547,1653,1430,223,472,84
Census Tract 279.02,"Census Tract 279.02, Philadelphia County, Pennsylvania",42101027902,140,0,42,101,21,,27902,3873,3873,1712,1949,5,55,1,44,107,895,86,766,1,4,0,7,31,895,22,873,895,81,814,1093,895,505,390,1093,895,198,393,161
Census Tract 280,"Census Tract 280, Philadelphia County, Pennsylvania",42101028000,140,0,42,101,21,,28000,4272,4272,38,4063,17,27,1,46,80,1604,17,1535,6,7,0,11,28,1604,30,1574,1604,16,1588,1860,1604,896,708,1860,1604,256,601,127
Census Tract 281,"Census Tract 281, Philadelphia County, Pennsylvania",42101028100,140,0,42,101,21,,28100,3589,3589,130,3231,13,62,1,55,97,1316,48,1192,5,24,0,17,30,1316,43,1273,1316,39,1277,1476,1316,877,439,1476,1316,160,451,140
Census Tract 282,"Census Tract 282, Philadelphia County, Pennsylvania",42101028200,140,0,42,101,21,,28200,4899,4899,210,4115,19,305,1,104,145,1939,108,1594,8,146,0,37,46,1939,86,1853,1939,86,1853,2193,1939,981,958,2193,1939,254,851,278
Census Tract 283,"Census Tract 283, Philadelphia County, Pennsylvania",42101028300,140,0,42,101,21,,28300,6173,6173,166,5159,16,490,3,206,133,2190,63,1883,6,145,1,52,40,2190,83,2107,2190,47,2143,2771,2190,1084,1106,2771,2190,581,756,345
Census Tract 284,"Census Tract 284, Philadelphia County, Pennsylvania",42101028400,140,0,42,101,21,,28400,4085,4085,295,3104,36,61,0,446,143,1283,97,992,13,15,0,131,35,1283,242,1041,1283,34,1249,1424,1283,757,526,1424,1283,141,307,859
Census Tract 285,"Census Tract 285, Philadelphia County, Pennsylvania",42101028500,140,0,42,101,21,,28500,2375,2375,314,1124,7,319,1,510,100,806,109,429,2,93,1,153,19,806,262,544,806,21,785,887,806,382,424,887,806,81,258,884
Census Tract 286,"Census Tract 286, Philadelphia County, Pennsylvania",42101028600,140,0,42,101,21,,28600,7124,7124,976,3782,41,728,6,1359,232,2182,326,1192,13,200,2,377,72,2182,685,1497,2182,123,2059,2375,2182,1266,916,2375,2182,193,521,2419
Census Tract 287,"Census Tract 287, Philadelphia County, Pennsylvania",42101028700,140,0,42,101,21,,28700,2507,2507,621,748,38,31,2,920,147,791,206,239,11,11,1,277,46,791,517,274,791,40,751,878,791,409,382,878,791,87,194,1698
Census Tract 288,"Census Tract 288, Philadelphia County, Pennsylvania",42101028800,140,0,42,101,21,,28800,4245,4245,1098,1019,40,455,0,1433,200,1309,374,334,14,127,0,412,48,1309,718,591,1309,157,1152,1442,1309,715,594,1442,1309,133,337,2441
Census Tract 289.01,"Census Tract 289.01, Philadelphia County, Pennsylvania",42101028901,140,0,42,101,21,,28901,3857,3857,1070,1074,26,278,3,1228,178,1166,349,330,7,81,0,343,56,1166,625,541,1166,156,1010,1281,1166,703,463,1281,1166,115,274,2247
Census Tract 289.02,"Census Tract 289.02, Philadelphia County, Pennsylvania",42101028902,140,0,42,101,21,,28902,6315,6315,1413,1943,45,579,21,2021,293,1843,465,588,13,155,5,543,74,1843,900,943,1843,215,1628,1975,1843,1094,749,1975,1843,132,380,3330
Census Tract 290,"Census Tract 290, Philadelphia County, Pennsylvania",42101029000,140,0,42,101,21,,29000,6160,6160,971,2802,26,1080,6,1023,252,2003,400,939,6,303,1,278,76,2003,509,1494,2003,239,1764,2150,2003,1265,738,2150,2003,147,526,1785
Census Tract 291,"Census Tract 291, Philadelphia County, Pennsylvania",42101029100,140,0,42,101,21,,29100,4685,4685,898,1849,23,1212,7,504,192,1526,364,630,10,331,1,134,56,1526,305,1221,1526,227,1299,1619,1526,736,790,1619,1526,93,382,1077
Census Tract 292,"Census Tract 292, Philadelphia County, Pennsylvania",42101029200,140,0,42,101,21,,29200,4080,4080,1150,1569,37,333,7,791,193,1313,416,507,10,104,1,228,47,1313,428,885,1313,286,1027,1429,1313,865,448,1429,1313,116,301,1507
Census Tract 293,"Census Tract 293, Philadelphia County, Pennsylvania",42101029300,140,0,42,101,21,,29300,2891,2891,1028,1243,44,52,0,376,148,997,446,374,8,19,0,111,39,997,251,746,997,354,643,1204,997,413,584,1204,997,207,361,843
Census Tract 294,"Census Tract 294, Philadelphia County, Pennsylvania",42101029400,140,0,42,101,21,,29400,3141,3141,917,1456,13,38,0,576,141,1071,351,480,5,12,0,187,36,1071,290,781,1071,286,785,1283,1071,479,592,1283,1071,212,381,1005
Census Tract 298,"Census Tract 298, Philadelphia County, Pennsylvania",42101029800,140,0,42,101,21,,29800,4715,4715,2027,1754,18,127,6,553,230,1772,900,589,6,41,2,167,67,1772,334,1438,1772,802,970,1934,1772,963,809,1934,1772,162,616,1124
Census Tract 299,"Census Tract 299, Philadelphia County, Pennsylvania",42101029900,140,0,42,101,21,,29900,4700,4700,1230,2483,32,71,1,691,192,1544,513,755,9,22,0,197,48,1544,365,1179,1544,403,1141,1737,1544,652,892,1737,1544,193,435,1332
Census Tract 300,"Census Tract 300, Philadelphia County, Pennsylvania",42101030000,140,0,42,101,21,,30000,7478,7478,1518,4613,24,147,4,852,320,2616,670,1555,11,50,1,253,76,2616,407,2209,2616,567,2049,3007,2616,1078,1538,3007,2616,391,985,1485
Census Tract 301,"Census Tract 301, Philadelphia County, Pennsylvania",42101030100,140,0,42,101,21,,30100,5869,5869,1743,3187,48,98,2,519,272,2153,740,1127,18,32,0,167,69,2153,355,1798,2153,634,1519,2489,2153,980,1173,2489,2153,336,800,1188
Census Tract 302,"Census Tract 302, Philadelphia County, Pennsylvania",42101030200,140,0,42,101,21,,30200,7345,7345,2161,3712,41,173,16,812,430,2491,883,1196,13,55,4,228,112,2491,517,1974,2491,710,1781,2652,2491,1527,964,2652,2491,161,743,1861
Census Tract 305.01,"Census Tract 305.01, Philadelphia County, Pennsylvania",42101030501,140,0,42,101,21,,30501,5231,5231,1218,2835,25,304,5,616,228,1772,510,935,9,96,1,162,59,1772,328,1444,1772,396,1376,1918,1772,1090,682,1918,1772,146,482,1168
Census Tract 305.02,"Census Tract 305.02, Philadelphia County, Pennsylvania",42101030502,140,0,42,101,21,,30502,5839,5839,1454,3172,38,412,0,573,190,1954,626,1000,8,115,0,155,50,1954,297,1657,1954,540,1414,2077,1954,1473,481,2077,1954,123,516,1070
Census Tract 306,"Census Tract 306, Philadelphia County, Pennsylvania",42101030600,140,0,42,101,21,,30600,7115,7115,3662,2063,15,443,3,689,240,2686,1538,733,10,117,1,222,65,2686,404,2282,2686,1413,1273,2872,2686,1514,1172,2872,2686,186,1085,1307
Census Tract 307,"Census Tract 307, Philadelphia County, Pennsylvania",42101030700,140,0,42,101,21,,30700,3235,3235,1923,724,16,216,5,201,150,1333,835,297,8,69,1,77,46,1333,167,1166,1333,777,556,1518,1333,515,818,1518,1333,185,572,503
Census Tract 308,"Census Tract 308, Philadelphia County, Pennsylvania",42101030800,140,0,42,101,21,,30800,4874,4874,2854,920,5,647,7,297,144,1717,1153,277,3,166,2,84,32,1717,156,1561,1717,1087,630,1798,1717,1329,388,1798,1717,81,457,586
Census Tract 309,"Census Tract 309, Philadelphia County, Pennsylvania",42101030900,140,0,42,101,21,,30900,3991,3991,1347,1428,20,629,7,444,116,1345,561,440,3,172,2,128,39,1345,255,1090,1345,443,902,1443,1345,786,559,1443,1345,98,355,850
Census Tract 310,"Census Tract 310, Philadelphia County, Pennsylvania",42101031000,140,0,42,101,21,,31000,6755,6755,2960,1602,35,1416,19,541,182,2174,1127,473,7,358,7,157,45,2174,288,1886,2174,1006,1168,2295,2174,1510,664,2295,2174,121,521,1065
Census Tract 311.01,"Census Tract 311.01, Philadelphia County, Pennsylvania",42101031101,140,0,42,101,21,,31101,4898,4898,1318,2061,51,580,10,677,201,1574,553,596,11,156,5,204,49,1574,289,1285,1574,480,1094,1693,1574,876,698,1693,1574,119,399,1040
Census Tract 311.02,"Census Tract 311.02, Philadelphia County, Pennsylvania",42101031102,140,0,42,101,21,,31102,4465,4465,1168,2096,29,346,2,674,150,1419,450,631,5,97,0,191,45,1419,287,1132,1419,383,1036,1505,1419,1002,417,1505,1419,86,335,1035
Census Tract 312,"Census Tract 312, Philadelphia County, Pennsylvania",42101031200,140,0,42,101,21,,31200,4673,4673,1312,2149,20,526,8,477,181,1592,531,693,8,159,2,146,53,1592,282,1310,1592,429,1163,1698,1592,864,728,1698,1592,106,475,990
Census Tract 313,"Census Tract 313, Philadelphia County, Pennsylvania",42101031300,140,0,42,101,21,,31300,6945,6945,2354,1859,59,1597,14,748,314,2268,947,555,17,440,3,228,78,2268,390,1878,2268,796,1472,2384,2268,1240,1028,2384,2268,116,579,1355
Census Tract 314.01,"Census Tract 314.01, Philadelphia County, Pennsylvania",42101031401,140,0,42,101,21,,31401,6664,6664,2596,1473,27,1472,22,813,261,2118,961,434,8,409,7,234,65,2118,376,1742,2118,818,1300,2222,2118,1196,922,2222,2118,104,504,1401
Census Tract 314.02,"Census Tract 314.02, Philadelphia County, Pennsylvania",42101031402,140,0,42,101,21,,31402,5595,5595,2362,891,12,1603,10,519,198,1834,963,260,5,419,2,138,47,1834,261,1573,1834,866,968,1908,1834,1282,552,1908,1834,74,452,962
Census Tract 315.01,"Census Tract 315.01, Philadelphia County, Pennsylvania",42101031501,140,0,42,101,21,,31501,6217,6217,5269,235,14,372,0,183,144,2294,2037,68,4,106,0,51,28,2294,114,2180,2294,1987,307,2419,2294,1690,604,2419,2294,125,708,489
Census Tract 315.02,"Census Tract 315.02, Philadelphia County, Pennsylvania",42101031502,140,0,42,101,21,,31502,4018,4018,3128,301,5,317,0,178,89,1538,1262,115,3,90,0,51,17,1538,91,1447,1538,1220,318,1608,1538,1022,516,1608,1538,70,506,331
Census Tract 316,"Census Tract 316, Philadelphia County, Pennsylvania",42101031600,140,0,42,101,21,,31600,6045,6045,4604,569,9,435,2,277,149,2170,1772,165,3,122,0,79,29,2170,150,2020,2170,1712,458,2270,2170,1711,459,2270,2170,100,627,598
Census Tract 317,"Census Tract 317, Philadelphia County, Pennsylvania",42101031700,140,0,42,101,21,,31700,6093,6093,3323,1364,21,497,5,636,247,2240,1402,424,5,147,1,196,65,2240,333,1907,2240,1298,942,2365,2240,1532,708,2365,2240,125,690,1119
Census Tract 318,"Census Tract 318, Philadelphia County, Pennsylvania",42101031800,140,0,42,101,21,,31800,4017,4017,1421,1561,14,263,1,580,177,1438,630,511,6,72,1,180,38,1438,299,1139,1438,538,900,1516,1438,1027,411,1516,1438,78,471,1033
Census Tract 319,"Census Tract 319, Philadelphia County, Pennsylvania",42101031900,140,0,42,101,21,,31900,4971,4971,2963,1141,19,121,2,508,217,1716,1134,350,7,35,1,151,38,1716,277,1439,1716,1048,668,1862,1716,1101,615,1862,1716,146,492,1005
Census Tract 320,"Census Tract 320, Philadelphia County, Pennsylvania",42101032000,140,0,42,101,21,,32000,6599,6599,4609,1062,26,188,3,510,201,2490,1886,343,6,56,1,154,44,2490,294,2196,2490,1782,708,2656,2490,1837,653,2656,2490,166,846,1079
Census Tract 321,"Census Tract 321, Philadelphia County, Pennsylvania",42101032100,140,0,42,101,21,,32100,3903,3903,2328,841,34,91,1,416,192,1447,950,285,13,27,1,129,42,1447,222,1225,1447,889,558,1584,1447,813,634,1584,1447,137,526,763
Census Tract 323,"Census Tract 323, Philadelphia County, Pennsylvania",42101032300,140,0,42,101,21,,32300,3835,3835,2358,951,29,100,1,268,128,1451,963,333,8,32,1,85,29,1451,165,1286,1451,909,542,1574,1451,837,614,1574,1451,123,565,647
Census Tract 325,"Census Tract 325, Philadelphia County, Pennsylvania",42101032500,140,0,42,101,21,,32500,5766,5766,4046,921,14,118,1,414,252,2216,1698,294,6,42,1,123,52,2216,227,1989,2216,1617,599,2434,2216,1303,913,2434,2216,218,876,820
Census Tract 326,"Census Tract 326, Philadelphia County, Pennsylvania",42101032600,140,0,42,101,21,,32600,6942,6942,5246,912,13,205,6,340,220,2534,2047,275,4,65,1,104,38,2534,223,2311,2534,1944,590,2697,2534,1762,772,2697,2534,163,841,860
Census Tract 329,"Census Tract 329, Philadelphia County, Pennsylvania",42101032900,140,0,42,101,21,,32900,4089,4089,2705,797,14,146,0,256,171,1725,1219,334,5,39,0,88,40,1725,175,1550,1725,1149,576,1831,1725,950,775,1831,1725,106,769,572
Census Tract 330,"Census Tract 330, Philadelphia County, Pennsylvania",42101033000,140,0,42,101,21,,33000,7645,7645,5384,1250,18,231,10,467,285,2708,2094,361,8,73,1,122,49,2708,267,2441,2708,1980,728,2889,2708,1880,828,2889,2708,181,833,1108
Census Tract 331.01,"Census Tract 331.01, Philadelphia County, Pennsylvania",42101033101,140,0,42,101,21,,33101,4913,4913,4405,165,5,149,0,117,72,1870,1730,49,2,39,0,38,12,1870,82,1788,1870,1690,180,1921,1870,1468,402,1921,1870,51,602,291
Census Tract 331.02,"Census Tract 331.02, Philadelphia County, Pennsylvania",42101033102,140,0,42,101,21,,33102,4145,4145,3617,235,13,78,1,115,86,1726,1543,100,5,22,1,39,16,1726,82,1644,1726,1506,220,1833,1726,1081,645,1833,1726,107,703,277
Census Tract 332,"Census Tract 332, Philadelphia County, Pennsylvania",42101033200,140,0,42,101,21,,33200,2741,2741,2346,121,0,194,0,46,34,1000,897,34,0,50,0,14,5,1000,40,960,1000,875,125,1034,1000,841,159,1034,1000,34,272,141
Census Tract 333,"Census Tract 333, Philadelphia County, Pennsylvania",42101033300,140,0,42,101,21,,33300,4244,4244,3479,404,5,139,1,140,76,1684,1377,183,2,48,1,51,22,1684,93,1591,1684,1336,348,1772,1684,1046,638,1772,1684,88,774,245
Census Tract 334,"Census Tract 334, Philadelphia County, Pennsylvania",42101033400,140,0,42,101,21,,33400,4734,4734,3141,550,12,694,2,195,140,1921,1381,233,4,198,0,66,39,1921,175,1746,1921,1278,643,2025,1921,1090,831,2025,1921,104,754,495
Census Tract 335,"Census Tract 335, Philadelphia County, Pennsylvania",42101033500,140,0,42,101,21,,33500,3680,3680,2361,350,27,588,1,234,119,1388,1010,121,8,150,1,72,26,1388,123,1265,1388,952,436,1444,1388,939,449,1444,1388,56,481,409
Census Tract 336,"Census Tract 336, Philadelphia County, Pennsylvania",42101033600,140,0,42,101,21,,33600,6866,6866,5171,585,22,555,2,378,153,2848,2280,253,5,153,1,121,35,2848,216,2632,2848,2171,677,2999,2848,1385,1463,2999,2848,151,1133,679
Census Tract 337.01,"Census Tract 337.01, Philadelphia County, Pennsylvania",42101033701,140,0,42,101,21,,33701,5128,5128,4152,287,9,364,0,171,145,2291,1975,117,3,103,0,54,39,2291,161,2130,2291,1881,410,2430,2291,933,1358,2430,2291,139,1003,502
Census Tract 337.02,"Census Tract 337.02, Philadelphia County, Pennsylvania",42101033702,140,0,42,101,21,,33702,5175,5175,3864,430,6,641,0,138,96,1992,1609,131,1,178,0,54,19,1992,127,1865,1992,1533,459,2063,1992,1513,479,2063,1992,71,646,407
Census Tract 338,"Census Tract 338, Philadelphia County, Pennsylvania",42101033800,140,0,42,101,21,,33800,6040,6040,4788,538,8,287,0,241,178,2533,2085,217,2,91,0,83,55,2533,151,2382,2533,2013,520,2651,2533,1491,1042,2651,2533,118,1024,508
Census Tract 339,"Census Tract 339, Philadelphia County, Pennsylvania",42101033900,140,0,42,101,21,,33900,2924,2924,2379,222,7,118,1,121,76,1243,1045,104,4,41,1,34,14,1243,75,1168,1243,1004,239,1305,1243,797,446,1305,1243,62,509,273
Census Tract 340,"Census Tract 340, Philadelphia County, Pennsylvania",42101034000,140,0,42,101,21,,34000,2872,2872,2411,108,6,210,0,85,52,1072,955,34,2,54,0,19,8,1072,49,1023,1072,929,143,1106,1072,950,122,1106,1072,34,311,202
Census Tract 341,"Census Tract 341, Philadelphia County, Pennsylvania",42101034100,140,0,42,101,21,,34100,5577,5577,4928,271,9,192,2,75,100,2498,2207,135,5,86,0,36,29,2498,94,2404,2498,2152,346,2622,2498,1409,1089,2622,2498,124,1086,272
Census Tract 342,"Census Tract 342, Philadelphia County, Pennsylvania",42101034200,140,0,42,101,21,,34200,3399,3399,2898,287,3,144,0,30,37,1580,1408,108,1,45,0,8,10,1580,39,1541,1580,1384,196,1665,1580,744,836,1665,1580,85,703,117
Census Tract 344,"Census Tract 344, Philadelphia County, Pennsylvania",42101034400,140,0,42,101,21,,34400,7662,7662,6273,220,19,948,1,107,94,2733,2360,70,7,239,0,27,30,2733,85,2648,2733,2306,427,2807,2733,2457,276,2807,2733,74,642,344
Census Tract 345.01,"Census Tract 345.01, Philadelphia County, Pennsylvania",42101034501,140,0,42,101,21,,34501,3370,3370,2429,306,5,502,2,74,52,1827,1482,140,1,162,2,24,16,1827,76,1751,1827,1433,394,1932,1827,274,1553,1932,1827,105,1016,184
