Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T061_001,SE_T061_002,SE_T061_003,SE_T062_001,SE_T062_002,SE_T062_003,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T072_001,SE_T055_010
Census Tract 7043.02,"Census Tract 7043.02, Burlington County, New Jersey",34005704302,140,0,34,5,19,,704302,4616,4616,3584,289,7,620,1,20,95,1523,1237,85,2,177,0,5,17,1523,44,1479,1523,1208,315,1578,1523,1438,85,1578,1523,55,225,217
Census Tract 7045,"Census Tract 7045, Burlington County, New Jersey",34005704500,140,0,34,5,19,,704500,5480,5480,4496,395,19,121,10,256,183,2165,1825,169,8,50,3,70,40,2165,157,2008,2165,1758,407,2287,2165,1516,649,2287,2165,122,726,586
Census Tract 7046,"Census Tract 7046, Burlington County, New Jersey",34005704600,140,0,34,5,19,,704600,3162,3162,1662,1038,17,42,1,214,188,1038,623,300,4,16,1,57,37,1038,143,895,1038,564,474,1238,1038,657,381,1238,1038,200,375,569
Census Tract 7047,"Census Tract 7047, Burlington County, New Jersey",34005704700,140,0,34,5,19,,704700,3918,3918,3652,162,3,27,0,38,36,1254,1228,7,1,5,0,10,3,1254,33,1221,1254,1207,47,1365,1254,1040,214,1365,1254,111,310,193
Census Tract 7048.01,"Census Tract 7048.01, Burlington County, New Jersey",34005704801,140,0,34,5,19,,704801,3122,3122,2023,702,15,67,18,136,161,805,592,142,3,21,4,11,32,805,71,734,805,548,257,887,805,220,585,887,805,82,182,465
Census Tract 7048.02,"Census Tract 7048.02, Burlington County, New Jersey",34005704802,140,0,34,5,19,,704802,5318,5318,2642,2007,44,99,5,356,165,221,152,41,4,6,3,6,9,221,23,198,221,139,82,267,221,2,219,267,221,46,60,1262
Census Tract 9818.02,"Census Tract 9818.02, Burlington County, New Jersey",34005981802,140,0,34,5,19,,981802,3083,3083,572,1953,32,23,1,366,136,16,15,1,0,0,0,0,0,16,1,15,16,14,2,23,16,15,1,23,16,7,3,790
Census Tract 9821.11,"Census Tract 9821.11, Burlington County, New Jersey",34005982111,140,0,34,5,19,,982111,823,823,585,134,8,29,0,14,53,134,95,22,2,5,0,3,7,134,12,122,134,91,43,144,134,2,132,144,134,10,11,87
Census Tract 6002,"Census Tract 6002, Camden County, New Jersey",34007600200,140,0,34,7,20,,600200,2131,2131,279,1326,12,11,4,428,71,706,91,469,3,3,1,121,18,706,231,475,706,28,678,972,706,294,412,972,706,266,209,838
Census Tract 6004,"Census Tract 6004, Camden County, New Jersey",34007600400,140,0,34,7,20,,600400,3237,3237,520,1685,25,9,0,890,108,1025,141,568,8,4,0,270,34,1025,431,594,1025,28,997,1425,1025,358,667,1425,1025,400,286,1516
Census Tract 6007,"Census Tract 6007, Camden County, New Jersey",34007600700,140,0,34,7,20,,600700,1475,1475,354,454,8,1,0,598,60,476,111,164,3,0,0,184,14,476,301,175,476,24,452,531,476,203,273,531,476,55,158,1016
Census Tract 6008,"Census Tract 6008, Camden County, New Jersey",34007600800,140,0,34,7,20,,600800,5053,5053,912,1789,52,23,0,2073,204,1747,304,659,17,7,0,701,59,1747,1117,630,1747,30,1717,1940,1747,448,1299,1940,1747,193,716,3376
Census Tract 6009,"Census Tract 6009, Camden County, New Jersey",34007600900,140,0,34,7,20,,600900,4456,4456,964,1273,33,18,3,1931,234,1299,279,410,9,4,1,539,57,1299,859,440,1299,59,1240,1392,1299,365,934,1392,1299,93,273,3186
Census Tract 6010,"Census Tract 6010, Camden County, New Jersey",34007601000,140,0,34,7,20,,601000,5624,5624,1591,1264,39,61,0,2381,288,1667,476,421,11,13,0,671,75,1667,1144,523,1667,119,1548,1830,1667,911,756,1830,1667,163,396,4191
Census Tract 6011.01,"Census Tract 6011.01, Camden County, New Jersey",34007601101,140,0,34,7,20,,601101,3268,3268,656,739,26,251,4,1448,144,864,167,231,7,62,1,366,30,864,557,307,864,19,845,955,864,357,507,955,864,91,188,2277
Census Tract 6011.02,"Census Tract 6011.02, Camden County, New Jersey",34007601102,140,0,34,7,20,,601102,5567,5567,1095,1546,47,630,7,2022,220,1641,347,517,13,149,1,562,52,1641,932,709,1641,67,1574,1732,1641,750,891,1732,1641,91,414,3354
Census Tract 6012,"Census Tract 6012, Camden County, New Jersey",34007601200,140,0,34,7,20,,601200,6660,6660,1476,2451,50,234,5,2179,265,1980,409,861,18,66,1,553,72,1980,921,1059,1980,151,1829,2112,1980,1087,893,2112,1980,132,446,3617
Census Tract 6013,"Census Tract 6013, Camden County, New Jersey",34007601300,140,0,34,7,20,,601300,5184,5184,921,2168,55,57,0,1773,210,1597,267,750,21,17,0,480,62,1597,823,774,1597,32,1565,1873,1597,562,1035,1873,1597,276,470,2972
Census Tract 6014,"Census Tract 6014, Camden County, New Jersey",34007601400,140,0,34,7,20,,601400,4494,4494,153,3825,42,29,4,327,114,1521,44,1342,13,8,1,82,31,1521,153,1368,1521,17,1504,1815,1521,846,675,1815,1521,294,457,615
Census Tract 6015,"Census Tract 6015, Camden County, New Jersey",34007601500,140,0,34,7,20,,601500,6058,6058,544,4307,31,23,5,939,209,2138,203,1553,10,9,0,305,58,2138,571,1567,2138,54,2084,2589,2138,664,1474,2589,2138,451,717,1831
Census Tract 6016,"Census Tract 6016, Camden County, New Jersey",34007601600,140,0,34,7,20,,601600,2316,2316,160,1806,20,8,0,256,66,800,42,666,7,3,0,64,18,800,129,671,800,9,791,936,800,281,519,936,800,136,205,520
Census Tract 6017,"Census Tract 6017, Camden County, New Jersey",34007601700,140,0,34,7,20,,601700,2951,2951,370,1926,15,15,0,552,73,1166,141,817,8,7,0,173,20,1166,315,851,1166,46,1120,1303,1166,161,1005,1303,1166,137,433,1009
Census Tract 6018,"Census Tract 6018, Camden County, New Jersey",34007601800,140,0,34,7,20,,601800,1291,1291,196,672,2,84,0,284,53,428,70,247,1,25,0,68,17,428,113,315,428,42,386,608,428,202,226,608,428,180,132,470
Census Tract 6019,"Census Tract 6019, Camden County, New Jersey",34007601900,140,0,34,7,20,,601900,2879,2879,191,2035,24,4,1,540,84,999,68,737,7,3,0,165,19,999,249,750,999,18,981,1100,999,375,624,1100,999,101,271,854
Census Tract 6020,"Census Tract 6020, Camden County, New Jersey",34007602000,140,0,34,7,20,,602000,6799,6799,1203,3929,52,38,10,1304,263,2245,488,1286,13,15,2,378,63,2245,615,1630,2245,338,1907,2565,2245,1054,1191,2565,2245,320,644,2256
Census Tract 6025.03,"Census Tract 6025.03, Camden County, New Jersey",34007602503,140,0,34,7,20,,602503,2567,2567,568,1250,19,160,5,467,98,834,211,426,6,35,1,134,21,834,243,591,834,128,706,872,834,709,125,872,834,38,191,914
Census Tract 6026.01,"Census Tract 6026.01, Camden County, New Jersey",34007602601,140,0,34,7,20,,602601,2684,2684,1413,616,9,336,3,224,83,928,549,212,3,83,2,59,20,928,148,780,928,477,451,966,928,823,105,966,928,38,234,591
Census Tract 6026.02,"Census Tract 6026.02, Camden County, New Jersey",34007602602,140,0,34,7,20,,602602,2883,2883,1074,976,11,296,0,385,141,998,435,346,4,69,0,110,34,998,235,763,998,342,656,1039,998,727,271,1039,998,41,294,865
Census Tract 6029.01,"Census Tract 6029.01, Camden County, New Jersey",34007602901,140,0,34,7,20,,602901,4806,4806,3447,690,16,297,0,236,120,1874,1413,263,4,88,0,74,32,1874,173,1701,1874,1330,544,1963,1874,1663,211,1963,1874,89,556,588
Census Tract 6029.02,"Census Tract 6029.02, Camden County, New Jersey",34007602902,140,0,34,7,20,,602902,3220,3220,1987,729,10,77,0,299,118,1228,788,286,4,19,0,106,25,1228,220,1008,1228,698,530,1259,1228,863,365,1259,1228,31,369,657
Census Tract 6030.01,"Census Tract 6030.01, Camden County, New Jersey",34007603001,140,0,34,7,20,,603001,3726,3726,2700,461,9,210,1,243,102,1320,1037,148,4,46,0,58,27,1320,143,1177,1320,969,351,1385,1320,1122,198,1385,1320,65,334,572
Census Tract 6030.02,"Census Tract 6030.02, Camden County, New Jersey",34007603002,140,0,34,7,20,,603002,5012,5012,1568,1380,45,590,1,1201,227,1504,580,429,8,137,1,306,43,1504,496,1008,1504,448,1056,1581,1504,1173,331,1581,1504,77,330,2020
Census Tract 6031,"Census Tract 6031, Camden County, New Jersey",34007603100,140,0,34,7,20,,603100,3821,3821,2926,497,14,87,2,169,126,1574,1259,196,5,28,2,60,24,1574,143,1431,1574,1196,378,1688,1574,961,613,1688,1574,114,607,444
Census Tract 6032,"Census Tract 6032, Camden County, New Jersey",34007603200,140,0,34,7,20,,603200,7055,7055,5230,702,20,572,5,322,204,2821,2216,279,6,187,3,79,51,2821,213,2608,2821,2107,714,3073,2821,1887,934,3073,2821,252,1093,796
Census Tract 6033.01,"Census Tract 6033.01, Camden County, New Jersey",34007603301,140,0,34,7,20,,603301,5660,5660,3858,440,5,1039,2,161,155,2256,1620,218,3,329,2,47,37,2256,145,2111,2256,1540,716,2476,2256,1333,923,2476,2256,220,796,463
Census Tract 6033.02,"Census Tract 6033.02, Camden County, New Jersey",34007603302,140,0,34,7,20,,603302,6072,6072,4860,355,7,625,0,80,145,2335,1973,135,4,173,0,23,27,2335,77,2258,2335,1926,409,2411,2335,2014,321,2411,2335,76,644,297
Census Tract 6033.03,"Census Tract 6033.03, Camden County, New Jersey",34007603303,140,0,34,7,20,,603303,2703,2703,2061,222,0,311,0,70,39,1307,1068,105,0,103,0,17,14,1307,53,1254,1307,1037,270,1367,1307,518,789,1367,1307,60,698,167
Census Tract 6034,"Census Tract 6034, Camden County, New Jersey",34007603400,140,0,34,7,20,,603400,6920,6920,5270,485,14,907,1,80,163,2596,2075,183,4,275,0,25,34,2596,105,2491,2596,2006,590,2967,2596,2040,556,2967,2596,371,746,354
Census Tract 6035.01,"Census Tract 6035.01, Camden County, New Jersey",34007603501,140,0,34,7,20,,603501,6237,6237,4362,555,5,1145,0,44,126,2304,1709,195,2,359,0,12,27,2304,51,2253,2304,1676,628,2388,2304,1902,402,2388,2304,84,546,185
Census Tract 6035.03,"Census Tract 6035.03, Camden County, New Jersey",34007603503,140,0,34,7,20,,603503,4747,4747,3999,141,0,501,0,24,82,1609,1396,43,0,156,0,3,11,1609,22,1587,1609,1378,231,1653,1609,1584,25,1653,1609,44,160,110
Census Tract 6035.04,"Census Tract 6035.04, Camden County, New Jersey",34007603504,140,0,34,7,20,,603504,2690,2690,2202,144,1,276,0,13,54,954,807,49,0,91,0,2,5,954,28,926,954,782,172,990,954,910,44,990,954,36,176,122
Census Tract 6035.05,"Census Tract 6035.05, Camden County, New Jersey",34007603505,140,0,34,7,20,,603505,3459,3459,2674,228,5,426,0,47,79,1201,978,75,1,120,0,12,15,1201,54,1147,1201,941,260,1234,1201,1134,67,1234,1201,33,236,218
Census Tract 6035.06,"Census Tract 6035.06, Camden County, New Jersey",34007603506,140,0,34,7,20,,603506,6379,6379,5068,221,4,945,0,37,104,2138,1768,62,2,282,0,8,16,2138,44,2094,2138,1737,401,2198,2138,2023,115,2198,2138,60,293,189
Census Tract 6035.07,"Census Tract 6035.07, Camden County, New Jersey",34007603507,140,0,34,7,20,,603507,7081,7081,5700,271,10,926,2,40,132,2701,2245,87,3,314,1,13,38,2701,46,2655,2701,2215,486,2827,2701,2172,529,2827,2701,126,839,149
Census Tract 6036.01,"Census Tract 6036.01, Camden County, New Jersey",34007603601,140,0,34,7,20,,603601,3616,3616,3059,271,3,172,0,38,73,1422,1258,88,1,54,0,12,9,1422,45,1377,1422,1231,191,1501,1422,1284,138,1501,1422,79,504,192
Census Tract 6036.02,"Census Tract 6036.02, Camden County, New Jersey",34007603602,140,0,34,7,20,,603602,2498,2498,2365,21,2,66,0,11,33,909,879,6,0,17,0,2,5,909,16,893,909,866,43,925,909,894,15,925,909,16,145,57
Census Tract 6036.03,"Census Tract 6036.03, Camden County, New Jersey",34007603603,140,0,34,7,20,,603603,2387,2387,2186,54,1,88,0,14,44,877,827,15,1,24,0,2,8,877,17,860,877,815,62,894,877,845,32,894,877,17,188,89
Census Tract 6037,"Census Tract 6037, Camden County, New Jersey",34007603700,140,0,34,7,20,,603700,3541,3541,2565,250,1,305,3,321,96,1452,1146,106,1,87,0,90,22,1452,159,1293,1452,1090,362,1548,1452,971,481,1548,1452,96,526,617
Census Tract 6038,"Census Tract 6038, Camden County, New Jersey",34007603800,140,0,34,7,20,,603800,5173,5173,4945,48,5,72,0,37,66,1970,1914,17,0,20,0,7,12,1970,35,1935,1970,1892,78,2034,1970,1684,286,2034,1970,64,564,155
Census Tract 6039.01,"Census Tract 6039.01, Camden County, New Jersey",34007603901,140,0,34,7,20,,603901,4874,4874,4561,45,5,155,0,39,69,2170,2066,18,2,55,0,10,19,2170,42,2128,2170,2037,133,2241,2170,1420,750,2241,2170,71,883,155
Census Tract 6039.02,"Census Tract 6039.02, Camden County, New Jersey",34007603902,140,0,34,7,20,,603902,2940,2940,2714,66,7,68,0,47,38,1431,1340,36,3,30,0,14,8,1431,43,1388,1431,1316,115,1506,1431,658,773,1506,1431,75,709,122
Census Tract 6041,"Census Tract 6041, Camden County, New Jersey",34007604100,140,0,34,7,20,,604100,2978,2978,839,999,21,289,1,688,141,917,320,318,10,74,1,161,33,917,279,638,917,242,675,1016,917,595,322,1016,917,99,217,1140
Census Tract 6042,"Census Tract 6042, Camden County, New Jersey",34007604200,140,0,34,7,20,,604200,3387,3387,2721,291,13,79,0,183,100,1501,1286,114,6,26,0,54,15,1501,111,1390,1501,1239,262,1596,1501,785,716,1596,1501,95,705,400
Census Tract 6043,"Census Tract 6043, Camden County, New Jersey",34007604300,140,0,34,7,20,,604300,3687,3687,3345,126,9,58,0,49,100,1683,1556,63,4,26,0,18,16,1683,62,1621,1683,1520,163,1832,1683,1116,567,1832,1683,149,807,212
Census Tract 6044,"Census Tract 6044, Camden County, New Jersey",34007604400,140,0,34,7,20,,604400,3207,3207,2989,75,5,59,0,45,34,1337,1277,22,0,20,0,12,6,1337,47,1290,1337,1244,93,1384,1337,998,339,1384,1337,47,484,157
Census Tract 6046,"Census Tract 6046, Camden County, New Jersey",34007604600,140,0,34,7,20,,604600,2107,2107,1887,84,4,54,1,34,43,957,873,47,1,15,0,15,6,957,55,902,957,841,116,1055,957,533,424,1055,957,98,461,142
Census Tract 6047,"Census Tract 6047, Camden County, New Jersey",34007604700,140,0,34,7,20,,604700,1931,1931,1844,16,5,19,0,26,21,768,744,7,0,5,0,6,6,768,17,751,768,733,35,792,768,675,93,792,768,24,257,75
Census Tract 6051,"Census Tract 6051, Camden County, New Jersey",34007605100,140,0,34,7,20,,605100,2394,2394,2295,20,2,34,0,9,34,893,870,5,0,8,0,3,7,893,19,874,893,857,36,959,893,754,139,959,893,66,253,83
Census Tract 6052,"Census Tract 6052, Camden County, New Jersey",34007605200,140,0,34,7,20,,605200,2617,2617,2276,120,10,95,0,72,44,1035,948,32,1,26,0,19,9,1035,47,988,1035,923,112,1184,1035,857,178,1184,1035,149,346,214
Census Tract 6053,"Census Tract 6053, Camden County, New Jersey",34007605300,140,0,34,7,20,,605300,1955,1955,1718,104,2,43,0,40,48,759,696,32,2,9,0,11,9,759,31,728,759,680,79,806,759,585,174,806,759,47,243,123
Census Tract 6054,"Census Tract 6054, Camden County, New Jersey",34007605400,140,0,34,7,20,,605400,2652,2652,2541,25,0,14,0,45,27,1102,1067,10,0,5,0,14,6,1102,31,1071,1102,1052,50,1160,1102,883,219,1160,1102,58,421,118
Census Tract 6056.02,"Census Tract 6056.02, Camden County, New Jersey",34007605602,140,0,34,7,20,,605602,2827,2827,2739,26,4,12,0,12,34,1108,1079,16,0,3,0,3,7,1108,22,1086,1108,1062,46,1157,1108,846,262,1157,1108,49,361,88
Census Tract 6057,"Census Tract 6057, Camden County, New Jersey",34007605700,140,0,34,7,20,,605700,3582,3582,3363,74,1,56,1,41,46,1449,1378,31,1,19,1,8,11,1449,44,1405,1449,1351,98,1542,1449,1043,406,1542,1449,93,531,141
Census Tract 6058,"Census Tract 6058, Camden County, New Jersey",34007605800,140,0,34,7,20,,605800,2897,2897,2750,38,5,53,0,19,32,1152,1123,11,1,11,0,3,3,1152,17,1135,1152,1111,41,1195,1152,1009,143,1195,1152,43,350,70
Census Tract 6059,"Census Tract 6059, Camden County, New Jersey",34007605900,140,0,34,7,20,,605900,2573,2573,2495,11,4,22,4,7,30,1001,975,9,1,7,1,2,6,1001,17,984,1001,962,39,1039,1001,820,181,1039,1001,38,284,55
Census Tract 6060,"Census Tract 6060, Camden County, New Jersey",34007606000,140,0,34,7,20,,606000,2003,2003,1888,35,3,23,1,14,39,844,801,19,2,7,0,6,9,844,19,825,844,790,54,925,844,513,331,925,844,81,341,73
Census Tract 6061,"Census Tract 6061, Camden County, New Jersey",34007606100,140,0,34,7,20,,606100,2339,2339,2262,9,0,32,0,5,31,853,829,5,0,11,0,3,5,853,25,828,853,808,45,883,853,690,163,883,853,30,220,76
Census Tract 6062,"Census Tract 6062, Camden County, New Jersey",34007606200,140,0,34,7,20,,606200,3965,3965,3767,28,1,96,0,11,62,1544,1494,7,0,31,0,3,9,1544,16,1528,1544,1480,64,1604,1544,1322,222,1604,1544,60,446,56
Census Tract 6063,"Census Tract 6063, Camden County, New Jersey",34007606300,140,0,34,7,20,,606300,2237,2237,2068,67,0,50,0,19,33,970,915,29,0,13,0,5,8,970,20,950,970,902,68,1018,970,676,294,1018,970,48,387,56
Census Tract 6064,"Census Tract 6064, Camden County, New Jersey",34007606400,140,0,34,7,20,,606400,3057,3057,2948,25,3,37,0,15,29,1072,1050,9,0,10,0,0,3,1072,13,1059,1072,1037,35,1132,1072,968,104,1132,1072,60,205,60
Census Tract 6065,"Census Tract 6065, Camden County, New Jersey",34007606500,140,0,34,7,20,,606500,2945,2945,124,2616,19,42,0,49,95,1103,50,996,8,8,0,16,25,1103,36,1067,1103,37,1066,1174,1103,796,307,1174,1103,71,341,129
Census Tract 6066,"Census Tract 6066, Camden County, New Jersey",34007606600,140,0,34,7,20,,606600,2288,2288,2039,88,9,44,0,45,63,986,902,39,4,12,0,18,11,986,57,929,986,868,118,1051,986,616,370,1051,986,65,356,166
Census Tract 6067,"Census Tract 6067, Camden County, New Jersey",34007606700,140,0,34,7,20,,606700,4695,4695,4215,270,7,74,0,57,72,2002,1789,145,5,24,0,20,19,2002,71,1931,2002,1751,251,2107,2002,1237,765,2107,2002,105,828,214
Census Tract 6068,"Census Tract 6068, Camden County, New Jersey",34007606800,140,0,34,7,20,,606800,3942,3942,3262,47,8,451,1,104,69,1473,1288,20,3,113,0,27,22,1473,80,1393,1473,1236,237,1524,1473,1190,283,1524,1473,51,438,308
Census Tract 6070,"Census Tract 6070, Camden County, New Jersey",34007607000,140,0,34,7,20,,607000,4677,4677,4195,77,6,117,4,200,78,1941,1781,43,2,32,1,67,15,1941,111,1830,1941,1743,198,2016,1941,1149,792,2016,1941,75,690,385
Census Tract 6071,"Census Tract 6071, Camden County, New Jersey",34007607100,140,0,34,7,20,,607100,3902,3902,3666,61,6,49,0,70,50,1447,1386,19,3,11,0,19,9,1447,42,1405,1447,1363,84,1490,1447,1291,156,1490,1447,43,399,185
Census Tract 6072,"Census Tract 6072, Camden County, New Jersey",34007607200,140,0,34,7,20,,607200,4566,4566,3830,339,19,174,0,115,89,1923,1639,160,7,57,0,34,26,1923,98,1825,1923,1585,338,2058,1923,1098,825,2058,1923,135,756,331
Census Tract 6073,"Census Tract 6073, Camden County, New Jersey",34007607300,140,0,34,7,20,,607300,4339,4339,3242,793,13,81,2,96,112,1709,1316,311,5,29,0,26,22,1709,93,1616,1709,1267,442,1849,1709,1255,454,1849,1709,140,562,340
Census Tract 6074.01,"Census Tract 6074.01, Camden County, New Jersey",34007607401,140,0,34,7,20,,607401,2947,2947,1946,582,2,196,0,104,117,1158,811,240,1,51,0,28,27,1158,75,1083,1158,777,381,1228,1158,809,349,1228,1158,70,400,266
Census Tract 6074.02,"Census Tract 6074.02, Camden County, New Jersey",34007607402,140,0,34,7,20,,607402,2204,2204,1567,396,2,113,1,54,71,868,659,147,2,34,0,15,11,868,44,824,868,635,233,930,868,683,185,930,868,62,281,156
Census Tract 6075.02,"Census Tract 6075.02, Camden County, New Jersey",34007607502,140,0,34,7,20,,607502,6017,6017,4909,345,8,597,4,40,114,2337,2046,85,4,173,1,7,21,2337,38,2299,2337,2019,318,2456,2337,1824,513,2456,2337,119,804,169
Census Tract 6075.03,"Census Tract 6075.03, Camden County, New Jersey",34007607503,140,0,34,7,20,,607503,6540,6540,4530,509,7,1302,4,42,146,2318,1713,174,1,389,3,11,27,2318,52,2266,2318,1677,641,2444,2318,1803,515,2444,2318,126,564,180
Census Tract 6075.04,"Census Tract 6075.04, Camden County, New Jersey",34007607504,140,0,34,7,20,,607504,3692,3692,3063,194,0,360,0,16,59,1183,997,71,0,103,0,2,10,1183,26,1157,1183,974,209,1207,1183,1152,31,1207,1183,24,115,90
Census Tract 6075.05,"Census Tract 6075.05, Camden County, New Jersey",34007607505,140,0,34,7,20,,607505,4749,4749,3542,394,6,675,1,21,110,1552,1209,128,2,193,1,3,16,1552,36,1516,1552,1182,370,1582,1552,1505,47,1582,1552,30,229,158
Census Tract 6075.06,"Census Tract 6075.06, Camden County, New Jersey",34007607506,140,0,34,7,20,,607506,3030,3030,1552,442,8,855,0,61,112,1320,790,191,1,284,0,24,30,1320,60,1260,1320,761,559,1444,1320,674,646,1444,1320,124,576,177
Census Tract 6075.07,"Census Tract 6075.07, Camden County, New Jersey",34007607507,140,0,34,7,20,,607507,5103,5103,3312,650,15,911,2,66,147,2760,1954,351,6,366,0,28,55,2760,92,2668,2760,1900,860,3127,2760,760,2000,3127,2760,367,1747,224
Census Tract 6076,"Census Tract 6076, Camden County, New Jersey",34007607600,140,0,34,7,20,,607600,2274,2274,2106,49,0,53,0,20,46,786,747,18,0,10,0,3,8,786,23,763,786,729,57,809,786,726,60,809,786,23,160,93
Census Tract 6077.01,"Census Tract 6077.01, Camden County, New Jersey",34007607701,140,0,34,7,20,,607701,6030,6030,1877,2414,47,180,0,1280,232,2352,757,1105,19,66,0,342,63,2352,611,1741,2352,550,1802,2790,2352,565,1787,2790,2352,438,954,2254
Census Tract 6077.02,"Census Tract 6077.02, Camden County, New Jersey",34007607702,140,0,34,7,20,,607702,3910,3910,2210,1149,19,108,2,271,151,1681,1038,494,8,40,2,70,29,1681,158,1523,1681,974,707,1783,1681,785,896,1783,1681,102,784,591
